Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
CUST-00782,Female,47,No,2,Oakland,90032,34.346405,-120.033128,0,66,Offer B,Yes,8.17,Yes,Yes,Cable,14.5,,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Mailed Check,56.03,,0.0,0,592.28,3752.83,Stayed,,
CUST-00783,Female,62,Yes,1,Riverside,91969,39.095418,-122.029706,10,1,Offer C,Yes,44.13,Yes,Yes,Cable,153.8,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,80.81,84.81,36.47,10,42.33,100.67,Churned,Price,Service attitude
CUST-00784,Female,68,Yes,0,Anaheim,92975,39.961216,-120.420157,5,7,None,Yes,1.42,Yes,Yes,Fiber Optic,165.9,No,Yes,Yes,Yes,,Yes,Yes,Yes,One Year,Yes,Credit Card,53.29,341.22,0.0,0,10.69,351.91,Stayed,,
CUST-00785,Male,64,No,1,Sacramento,93331,40.578175,-121.037196,2,24,None,Yes,22.87,No,Yes,DSL,24.9,No,Yes,No,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,76.35,1867.39,0.0,0,517.32,2384.71,Stayed,,
CUST-00786,Male,70,Yes,0,Oakland,93569,33.771094,-121.183138,2,12,Offer B,Yes,21.06,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,119.33,1250.38,0.0,0,275.0,1525.38,Churned,Competitor,Price too high
CUST-00787,Female,81,Yes,1,Anaheim,92926,36.827331,-123.551888,0,63,None,No,31.19,Yes,Yes,,72.7,Yes,No,No,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,102.53,6017.44,0.0,0,1974.86,7992.3,Stayed,,
CUST-00788,Female,55,Yes,0,Los Angeles,92223,41.497274,-115.319767,1,72,Offer B,Yes,22.05,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,86.07,5896.53,0.0,0,1685.56,7582.09,Stayed,,
CUST-00789,Male,81,Yes,0,Riverside,93439,39.834794,-117.295855,2,13,None,Yes,29.45,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.63,287.75,0.0,20,378.38,686.13,Stayed,,
CUST-00790,Female,24,Yes,0,Anaheim,90015,33.611124,-118.016828,0,70,None,Yes,43.09,No,Yes,Fiber Optic,128.4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.48,4952.0,0.0,0,3140.09,8092.09,Stayed,,
CUST-00791,Female,39,Yes,0,Sacramento,93123,37.273752,-118.192718,7,24,Offer D,Yes,7.1,No,Yes,Fiber Optic,116.8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,35.4,790.56,0.0,0,166.26,956.82,Churned,Price,Price too high
CUST-00792,Male,58,Yes,0,Bakersfield,90107,41.262616,-120.376377,5,38,Offer B,Yes,12.21,No,Yes,Fiber Optic,114.4,No,Yes,No,Yes,No,No,,No,Month-to-Month,Yes,Credit Card,68.34,,0.0,0,462.17,2749.16,Stayed,,
CUST-00793,Female,27,No,2,San Diego,93794,36.680369,-115.937521,8,71,Offer B,Yes,40.14,Yes,Yes,Fiber Optic,157.4,Yes,Yes,No,Yes,Yes,,No,Yes,Two Year,Yes,Credit Card,22.01,1447.25,0.0,30,2937.35,4414.6,Stayed,,
CUST-00794,Male,74,No,0,San Francisco,94565,40.455467,-114.827584,0,10,Offer A,Yes,,,Yes,,186.0,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,51.35,522.5,0.0,0,109.9,632.4,Stayed,,
CUST-00795,Male,24,Yes,0,Bakersfield,90202,37.210515,-124.441581,10,30,Offer A,Yes,45.28,No,Yes,Fiber Optic,165.2,Yes,No,,No,No,No,No,No,One Year,No,Credit Card,116.34,3197.37,0.0,0,1303.58,4500.95,Stayed,,
CUST-00796,Male,67,No,0,Bakersfield,96008,33.514711,-123.676336,11,27,Offer A,Yes,27.04,No,Yes,Fiber Optic,145.6,Yes,,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,60.08,1658.4,0.0,10,777.82,2446.22,Churned,Price,Competitor had better devices
CUST-00797,Male,69,No,1,San Diego,91795,33.904622,-117.480254,3,30,Offer A,Yes,4.09,Yes,Yes,Cable,14.9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.05,2486.42,0.0,10,111.01,2607.43,Churned,Competitor,Network reliability
CUST-00798,Male,50,Yes,0,Bakersfield,91409,32.94342,-122.044906,3,2,Offer B,Yes,1.03,Yes,Yes,Fiber Optic,53.5,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,93.5,172.05,0.0,20,2.03,194.08,Stayed,,
CUST-00799,Male,18,Yes,3,Long Beach,90917,34.35549,-115.018268,4,8,None,Yes,38.15,No,Yes,Fiber Optic,25.4,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.81,487.01,0.0,20,284.97,791.98,Stayed,,
CUST-00800,Male,70,No,3,Riverside,94432,40.989334,-117.558904,10,17,None,Yes,42.82,No,Yes,Cable,171.7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,87.12,1437.49,0.0,30,725.06,2192.55,Stayed,,
CUST-00801,Female,77,Yes,2,Anaheim,91685,38.676881,-120.669771,1,48,Offer B,Yes,11.99,No,Yes,DSL,132.2,,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,25.72,1138.67,0.0,0,604.93,1743.6,Stayed,,
CUST-00802,Male,51,Yes,0,Riverside,93167,39.519141,-120.181063,0,64,Offer A,Yes,12.04,Yes,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,87.5,5780.57,0.0,0,816.21,6596.78,Churned,Attitude,Network reliability
CUST-00803,Male,21,Yes,0,Long Beach,90065,38.405784,-117.314822,11,61,Offer D,Yes,47.71,,Yes,,146.0,No,,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,106.14,6137.96,0.0,0,2724.07,8862.03,Churned,Dissatisfaction,Network reliability
CUST-00804,Female,34,No,2,Bakersfield,94649,36.172123,-123.033973,8,13,Offer D,Yes,,,Yes,Fiber Optic,70.7,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,32.27,356.89,0.0,0,394.8,751.69,Stayed,,
CUST-00805,Female,21,Yes,1,San Francisco,94320,34.560181,-115.312516,4,21,Offer A,Yes,8.38,Yes,Yes,,111.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,64.47,1205.14,0.0,0,185.75,1390.89,Churned,Dissatisfaction,Price too high
CUST-00806,Female,60,No,2,Los Angeles,93651,41.293339,-124.450374,7,2,Offer B,Yes,22.43,Yes,No,None,0.0,,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,23.55,,0.0,0,42.83,88.39,Churned,Dissatisfaction,Price too high
CUST-00807,Male,21,No,0,Riverside,92016,37.390883,-114.318952,11,23,Offer E,Yes,45.52,No,Yes,Cable,36.7,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,106.58,2249.6,0.0,0,951.42,3201.02,Stayed,,
CUST-00808,Female,18,No,0,Riverside,91322,37.070449,-122.756487,2,16,Offer D,Yes,31.06,Yes,Yes,DSL,82.8,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.33,1051.85,0.0,0,457.12,1508.97,Churned,Other,Competitor had better devices
CUST-00809,Male,67,No,0,San Francisco,94025,41.962989,-116.782042,3,13,None,Yes,20.37,No,No,None,0.0,,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.88,640.61,0.0,0,243.86,884.47,Churned,Competitor,Service attitude
CUST-00810,Male,78,Yes,1,Sacramento,90613,36.147335,-124.084783,3,4,None,Yes,7.55,No,Yes,Fiber Optic,124.9,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,80.15,290.23,30.9,10,32.35,301.68,Stayed,,
CUST-00811,Male,52,No,1,Riverside,90652,40.61419,-120.013139,5,2,None,Yes,36.3,Yes,Yes,Fiber Optic,178.5,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,118.53,208.21,0.0,10,67.83,286.04,Churned,Competitor,Network reliability
CUST-00812,Male,25,Yes,0,Anaheim,94814,40.692269,-117.944738,3,65,Offer C,Yes,13.82,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,43.35,2475.98,0.0,0,841.42,3317.4,Stayed,,
CUST-00813,Female,41,Yes,0,Oakland,91388,34.710367,-123.769634,4,26,Offer A,Yes,28.3,Yes,Yes,Cable,138.3,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,97.82,2335.34,0.0,0,779.67,3115.01,Churned,Dissatisfaction,Network reliability
CUST-00814,Female,53,Yes,0,Anaheim,92867,33.400977,-119.889747,11,30,Offer B,Yes,30.01,No,Yes,Fiber Optic,134.6,Yes,Yes,No,No,,No,Yes,Yes,Two Year,No,Credit Card,33.72,,0.0,0,926.36,1943.99,Stayed,,
CUST-00815,Male,67,Yes,1,Anaheim,92121,41.768391,-121.347381,4,38,Offer C,Yes,27.77,Yes,Yes,Fiber Optic,21.5,No,No,No,Yes,,No,No,No,Month-to-Month,Yes,Bank Withdrawal,105.15,4144.81,0.0,0,1087.9,5232.71,Churned,Competitor,Product dissatisfaction
CUST-00816,Male,60,Yes,0,Anaheim,95180,36.54602,-119.318266,7,20,Offer D,Yes,12.32,Yes,Yes,Fiber Optic,63.5,,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,108.39,2080.9,0.0,0,230.3,2311.2,Stayed,,
CUST-00817,Male,44,Yes,0,Bakersfield,94764,32.521093,-119.252404,8,25,Offer A,Yes,35.41,No,Yes,Fiber Optic,83.3,Yes,Yes,No,No,No,Yes,,Yes,Month-to-Month,No,Bank Withdrawal,98.03,2097.44,0.0,0,918.08,3015.52,Stayed,,
CUST-00818,Female,49,Yes,0,Long Beach,93196,37.240669,-116.333591,10,52,None,Yes,28.3,No,Yes,DSL,91.7,No,Yes,No,No,,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,21.88,1135.86,0.0,0,1461.68,2597.54,Churned,Attitude,Service attitude
CUST-00819,Male,35,No,0,Riverside,94110,38.383353,-123.215553,7,10,Offer D,Yes,20.18,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,35.4,366.96,0.0,10,200.52,577.48,Stayed,,
CUST-00820,Male,45,Yes,2,Oakland,95536,39.872838,-123.639716,11,41,Offer A,No,2.61,No,Yes,Fiber Optic,107.5,Yes,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,91.25,3689.13,0.0,0,113.3,3802.43,Stayed,,
CUST-00821,Female,46,No,1,San Francisco,93829,41.45795,-120.320342,4,61,Offer D,Yes,16.56,Yes,Yes,Fiber Optic,,No,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,73.5,4567.48,20.0,0,1068.28,5615.76,Stayed,,
CUST-00822,Female,33,Yes,1,Los Angeles,95170,41.194121,-115.269793,11,2,None,No,17.62,No,Yes,Fiber Optic,181.8,,No,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,36.61,64.41,0.0,0,37.57,101.98,Churned,Competitor,Competitor had better devices
CUST-00823,Male,64,Yes,1,Fresno,93129,41.43129,-115.605197,11,7,Offer E,Yes,39.56,No,Yes,Fiber Optic,140.7,No,No,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.48,453.3,0.0,0,252.21,705.51,Churned,Competitor,Network reliability
CUST-00824,Female,76,Yes,0,Bakersfield,94867,32.805189,-118.676074,5,60,Offer B,Yes,25.67,No,Yes,DSL,27.1,Yes,,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,30.89,1873.02,0.0,10,1493.09,3376.11,Stayed,,
CUST-00825,Female,48,Yes,1,San Diego,95086,39.261854,-115.256752,3,61,None,Yes,46.61,Yes,Yes,DSL,44.2,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,107.31,6399.75,15.44,0,2925.09,9309.4,Stayed,,
CUST-00826,Male,21,No,3,Oakland,93106,34.645651,-116.124427,1,27,Offer B,Yes,37.54,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,92.08,2396.24,0.0,0,950.18,3346.42,Joined,,
CUST-00827,Female,54,Yes,1,Fresno,90538,34.281751,-121.60943,10,1,Offer D,Yes,26.9,No,Yes,DSL,114.9,No,No,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,49.9,47.44,0.0,0,25.49,72.93,Joined,,
CUST-00828,Male,34,No,0,Riverside,96117,40.103026,-122.730895,10,27,Offer A,Yes,8.44,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,113.31,2804.06,0.0,10,247.54,3061.6,Churned,Dissatisfaction,Service attitude
CUST-00829,Female,56,No,1,Bakersfield,95032,36.462732,-121.367972,4,60,None,Yes,,Yes,No,None,0.0,No,No,No,,No,,No,No,Two Year,Yes,Credit Card,101.82,6271.43,0.0,0,675.88,6947.31,Churned,Dissatisfaction,Competitor had better devices
CUST-00830,Male,65,Yes,2,Long Beach,92419,41.207701,-122.137974,0,53,Offer B,Yes,8.0,No,Yes,DSL,76.7,No,Yes,,Yes,No,No,No,No,One Year,Yes,Credit Card,62.61,2895.78,0.0,20,434.41,3350.19,Stayed,,
CUST-00831,Male,63,No,0,Long Beach,92208,32.903133,-118.023725,0,36,Offer D,No,22.14,No,Yes,Cable,13.0,No,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,115.85,4331.47,0.0,0,866.18,5197.65,Joined,,
CUST-00832,Male,65,Yes,0,Oakland,95999,40.120718,-118.417049,0,24,None,Yes,36.13,Yes,Yes,Cable,54.8,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,94.12,2297.45,0.0,0,945.48,3242.93,Churned,Dissatisfaction,Price too high
CUST-00833,Female,56,No,2,Oakland,95832,33.799927,-118.276251,3,35,None,Yes,37.97,Yes,Yes,DSL,60.5,Yes,No,No,No,Yes,,No,No,Two Year,Yes,Mailed Check,31.68,1070.84,0.0,0,1235.89,2306.73,Stayed,,
CUST-00834,Male,21,No,2,Sacramento,93178,34.177483,-122.531243,4,33,None,Yes,4.81,Yes,Yes,Cable,104.9,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,114.13,3489.93,0.0,0,159.1,3649.03,Stayed,,
CUST-00835,Female,47,Yes,0,Riverside,95511,37.034841,-116.264628,3,17,None,Yes,24.8,No,Yes,Fiber Optic,,Yes,No,No,No,No,No,,Yes,Two Year,Yes,Credit Card,86.47,1375.06,0.0,0,416.0,1791.06,Stayed,,
CUST-00836,Male,47,Yes,0,Riverside,92323,36.258104,-119.990289,5,69,None,Yes,24.07,,Yes,DSL,197.7,No,No,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,22.41,1448.33,0.0,0,1801.29,3249.62,Stayed,,
CUST-00837,Male,39,Yes,0,Riverside,95409,37.118637,-119.5865,1,35,Offer A,Yes,21.94,Yes,Yes,Fiber Optic,17.1,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,47.17,1568.22,0.0,20,774.95,2363.17,Stayed,,
CUST-00838,Female,83,Yes,0,Bakersfield,92038,41.430252,-114.131597,4,47,Offer C,Yes,15.06,Yes,Yes,Cable,50.3,Yes,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.19,3016.75,0.0,0,638.39,3655.14,Stayed,,
CUST-00839,Male,29,Yes,2,Long Beach,94354,38.745195,-121.564373,5,59,Offer C,Yes,23.79,No,Yes,Cable,136.1,No,Yes,No,No,,No,No,Yes,One Year,Yes,Bank Withdrawal,49.94,2528.35,0.0,0,1487.3,4015.65,Stayed,,
CUST-00840,Male,53,Yes,0,Bakersfield,90963,35.257939,-120.400965,4,61,Offer B,Yes,25.83,Yes,No,None,0.0,No,No,,No,No,,No,No,Two Year,Yes,Bank Withdrawal,114.82,6230.79,0.0,0,1548.65,7779.44,Churned,Dissatisfaction,Competitor had better devices
CUST-00841,Female,35,Yes,0,Oakland,91244,34.142633,-117.464783,5,22,None,No,29.98,No,Yes,Fiber Optic,104.8,No,,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.2,2113.39,0.0,0,663.22,2776.61,Stayed,,
CUST-00842,Male,70,Yes,2,Los Angeles,90533,36.49044,-115.343705,7,27,Offer C,Yes,18.87,No,Yes,Fiber Optic,71.6,Yes,Yes,Yes,No,,No,No,No,Month-to-Month,No,Credit Card,34.36,883.93,0.0,0,556.47,1440.4,Stayed,,
CUST-00843,Male,18,No,0,Sacramento,91870,36.79059,-123.181478,1,72,Offer B,No,47.26,,Yes,DSL,36.7,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,100.28,7060.92,0.0,0,3267.48,10328.4,Stayed,,
CUST-00844,Male,75,Yes,1,Oakland,93131,38.212297,-116.855524,6,15,Offer D,Yes,16.94,No,Yes,Cable,181.2,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.17,1402.69,0.0,0,245.78,1648.47,Churned,Dissatisfaction,Network reliability
CUST-00845,Male,23,No,0,Anaheim,95480,35.027026,-114.949883,5,36,Offer B,Yes,44.75,Yes,Yes,Fiber Optic,14.8,Yes,Yes,,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.71,3145.01,0.0,10,1615.41,4770.42,Churned,Competitor,Product dissatisfaction
CUST-00846,Female,61,No,1,San Francisco,91654,39.791338,-120.101584,9,57,None,Yes,40.06,No,Yes,DSL,18.6,No,Yes,,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.12,5018.69,0.0,0,2437.84,7456.53,Stayed,,
CUST-00847,Female,41,No,3,Fresno,90113,33.435372,-121.51804,7,41,Offer B,Yes,23.26,No,Yes,Fiber Optic,17.4,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,52.62,1971.65,0.0,0,874.18,2845.83,Churned,Dissatisfaction,Price too high
CUST-00848,Male,36,No,0,Anaheim,91300,37.824307,-117.451534,8,45,None,Yes,24.82,No,Yes,Cable,96.0,Yes,Yes,No,Yes,,No,Yes,No,Two Year,Yes,Bank Withdrawal,21.47,902.98,0.0,10,1195.33,2108.31,Stayed,,
CUST-00849,Female,35,Yes,1,Anaheim,92305,38.423551,-121.940834,7,43,Offer E,Yes,43.49,Yes,Yes,Fiber Optic,186.6,Yes,Yes,No,Yes,Yes,Yes,,Yes,One Year,No,Credit Card,31.9,1376.4,0.0,10,1725.84,3112.24,Churned,Dissatisfaction,Competitor had better devices
CUST-00850,Male,47,Yes,3,Long Beach,94425,34.4649,-120.503387,4,12,Offer C,Yes,24.64,,Yes,Fiber Optic,113.4,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,102.27,1249.31,0.0,0,293.9,1543.21,Joined,,
CUST-00851,Female,59,No,3,Oakland,93307,40.347108,-115.172101,3,68,Offer C,Yes,33.97,No,No,None,0.0,No,No,,No,No,No,No,No,One Year,No,Bank Withdrawal,44.18,3145.59,30.63,0,2339.46,5454.42,Stayed,,
CUST-00852,Male,50,No,0,Anaheim,94147,38.346605,-118.360541,2,67,Offer C,Yes,40.47,Yes,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,27.76,1909.72,0.0,30,2742.55,4682.27,Stayed,,
CUST-00853,Male,29,No,0,Riverside,91702,38.634361,-123.512236,9,4,None,Yes,45.39,No,Yes,Fiber Optic,105.3,No,Yes,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.17,348.59,0.0,0,196.32,544.91,Stayed,,
CUST-00854,Male,44,Yes,0,Bakersfield,93815,37.228563,-121.071146,8,65,Offer B,Yes,10.91,No,No,None,0.0,No,No,No,No,No,No,,No,Month-to-Month,Yes,Credit Card,88.34,5911.82,0.0,0,668.0,6579.82,Stayed,,
CUST-00855,Male,56,Yes,0,Riverside,90221,41.141145,-117.976442,6,5,Offer C,Yes,48.77,Yes,Yes,DSL,23.2,No,Yes,No,No,No,Yes,No,No,Two Year,No,Bank Withdrawal,87.81,425.67,0.0,0,251.97,677.64,Stayed,,
CUST-00856,Male,26,No,0,Long Beach,92831,39.092312,-119.492425,0,2,None,Yes,48.27,Yes,Yes,Fiber Optic,6.2,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,107.25,186.01,0.0,10,103.24,299.25,Joined,,
CUST-00857,Male,38,Yes,0,Long Beach,92644,36.127438,-117.632471,2,46,Offer C,Yes,14.87,Yes,Yes,Fiber Optic,121.0,No,No,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,88.95,3636.68,0.0,10,688.79,4335.47,Stayed,,
CUST-00858,Female,46,Yes,1,Oakland,95350,34.766756,-116.581009,11,9,Offer D,Yes,30.69,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,90.25,784.89,0.0,0,258.15,1043.04,Stayed,,
CUST-00859,Male,50,Yes,0,Oakland,93881,33.175086,-119.501603,2,8,None,Yes,,Yes,Yes,Fiber Optic,123.7,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,60.29,456.75,13.14,0,17.82,461.43,Churned,Other,Service attitude
CUST-00860,Female,79,No,2,San Francisco,94318,34.070928,-114.235702,5,58,None,Yes,8.39,,Yes,Fiber Optic,68.6,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,109.35,6548.19,0.0,0,518.84,7067.03,Stayed,,
CUST-00861,Male,32,Yes,1,Anaheim,95039,41.930488,-114.987392,1,63,Offer D,Yes,29.19,No,Yes,Cable,,,Yes,No,No,Yes,Yes,,No,Month-to-Month,No,Bank Withdrawal,101.97,6595.61,0.0,0,1838.16,8433.77,Churned,Price,Price too high
CUST-00862,Female,19,Yes,0,Sacramento,95174,36.364286,-123.876963,3,61,None,Yes,32.51,Yes,Yes,DSL,149.1,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,115.55,6886.27,0.0,0,2099.29,8985.56,Churned,Competitor,Product dissatisfaction
CUST-00863,Female,69,No,0,Riverside,95751,41.037529,-121.729116,11,15,None,Yes,26.73,Yes,Yes,DSL,141.9,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.17,651.8,0.0,0,419.54,1071.34,Stayed,,
CUST-00864,Female,61,Yes,1,Anaheim,93782,34.120409,-121.374347,1,42,Offer A,Yes,35.24,,Yes,Fiber Optic,170.1,Yes,No,No,,,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.19,2299.39,0.0,0,1391.0,3690.39,Churned,Other,Service attitude
CUST-00865,Male,71,No,0,Riverside,91959,36.540928,-122.58338,4,50,Offer C,Yes,39.64,,Yes,Cable,196.7,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,103.89,4580.29,0.0,0,2114.37,6694.66,Churned,Dissatisfaction,Service attitude
CUST-00866,Male,35,Yes,0,San Diego,91297,41.624925,-121.255028,3,51,Offer E,Yes,8.42,No,Yes,Cable,26.9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.52,2503.43,0.0,20,408.45,2931.88,Stayed,,
CUST-00867,Female,20,Yes,2,Fresno,95724,33.365756,-120.081865,3,25,Offer A,Yes,32.98,No,No,None,0.0,No,No,No,,No,No,No,No,Two Year,No,Credit Card,55.29,1314.52,0.0,0,767.42,2081.94,Stayed,,
CUST-00868,Male,24,No,0,Fresno,91033,38.142851,-123.96387,11,22,Offer E,Yes,28.13,No,No,None,0.0,No,No,No,No,,No,No,No,Two Year,No,Mailed Check,94.93,1990.33,8.9,0,565.84,2547.27,Stayed,,
CUST-00869,Female,60,No,2,Oakland,95083,41.232133,-123.176078,3,22,Offer A,Yes,5.88,No,Yes,DSL,109.9,No,Yes,No,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,55.93,1159.31,0.0,0,141.03,1300.34,Stayed,,
CUST-00870,Male,55,Yes,2,Sacramento,94323,41.521992,-123.499043,3,69,Offer C,Yes,11.43,Yes,Yes,Fiber Optic,,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,103.16,6103.28,0.0,20,796.8,6920.08,Churned,Other,Product dissatisfaction
CUST-00871,Female,54,Yes,0,Sacramento,92606,40.537071,-124.018304,4,69,None,Yes,20.98,Yes,Yes,Fiber Optic,,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.86,1546.79,0.0,0,1327.25,2874.04,Stayed,,
CUST-00872,Female,75,No,1,Los Angeles,96084,40.631377,-119.492431,1,66,Offer B,Yes,43.19,Yes,Yes,Fiber Optic,159.9,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,76.66,4892.55,0.0,0,2706.94,7599.49,Stayed,,
CUST-00873,Male,50,Yes,0,Long Beach,93184,38.695738,-121.028448,5,64,Offer D,Yes,10.85,Yes,Yes,Fiber Optic,14.4,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.69,4928.02,47.25,0,645.79,5526.56,Churned,Price,Competitor had better devices
CUST-00874,Female,76,No,2,Sacramento,94951,34.59402,-114.771349,0,22,Offer A,Yes,9.15,Yes,Yes,Cable,,Yes,No,No,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,81.74,1590.47,0.0,20,221.39,1831.86,Stayed,,
CUST-00875,Male,28,No,1,Riverside,93229,39.441446,-123.43129,9,13,None,Yes,36.05,Yes,Yes,Fiber Optic,41.0,No,Yes,Yes,,No,Yes,No,No,One Year,Yes,Credit Card,24.5,302.45,0.0,0,498.44,800.89,Stayed,,
CUST-00876,Female,39,Yes,0,Riverside,91476,41.794652,-114.869233,1,27,Offer B,Yes,48.79,Yes,Yes,Cable,64.5,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,42.06,1156.16,0.0,0,1240.97,2397.13,Stayed,,
CUST-00877,Female,83,No,0,Fresno,92366,37.496368,-123.599926,2,47,Offer A,Yes,22.37,No,Yes,DSL,145.0,No,Yes,No,No,,No,No,Yes,One Year,Yes,Bank Withdrawal,63.08,2733.77,0.0,20,1104.29,3858.06,Stayed,,
CUST-00878,Male,61,Yes,0,Anaheim,92408,34.976625,-118.06014,1,21,None,Yes,17.51,Yes,Yes,Fiber Optic,154.1,Yes,,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,41.1,739.89,0.0,20,368.91,1128.8,Stayed,,
